name,nickname,record,height,weight,reach,stance,DOB,significant strikes per min,striking accuracy,strikes absorbed per min,strike defense,takedown average,takedown accuracy,takedown defense,submission average,most recent fight
"Uros,Medic",The Doctor,10-3-0,6  1,170 lbs.,71,Southpaw,"Apr 25, 1993",5.49,60%,3.46,56%,0.37,50%,55%,0.0,loss
"Semmy,Schilt",Hightower,26-14-1,6  10,265 lbs.,--,Orthodox,"Oct 27, 1973",1.20,50%,1.31,53%,0.00,0%,47%,1.1,win
"MarQuel,Mederos",,9-1-0,5  10,155 lbs.,69,Orthodox,"Nov 30, 1996",4.39,45%,3.29,63%,0.00,0%,90%,0.0,win
"Anistavio,Medeiros",Gasparzinho,19-10-0,5  6,145 lbs.,--,Orthodox,"May 01, 1988",3.64,44%,5.00,47%,0.00,0%,0%,0.0,loss
"Yancy,Medeiros",,"15-8-0,(1,NC)",5  10,155 lbs.,75,Orthodox,"Sep 07, 1987",4.36,37%,5.67,47%,0.33,50%,73%,0.7,loss
"Charles,McTorry",,3-0-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Daniel,McWilliams",The Animal,15-37-0,6  1,185 lbs.,--,,--,3.36,77%,0.00,0%,0.00,0%,100%,21.6,win
"Tim,Means",The Dirty Bird,"33-17-1,(1,NC)",6  2,170 lbs.,75,Orthodox,"Feb 20, 1984",5.04,49%,3.65,60%,1.14,40%,64%,0.2,loss
"James,McSweeney",The Hammer,15-15-0,6  4,230 lbs.,77,Switch,"Oct 24, 1980",3.94,55%,4.33,42%,0.52,33%,100%,1.1,loss
"Pat,Pytlik",,9-2-0,6  0,170 lbs.,73,Orthodox,"Apr 24, 1989",3.12,56%,4.56,22%,0.00,0%,33%,0.0,loss
"Sara,McMann",,13-6-0,5  6,135 lbs.,66,Orthodox,"Sep 24, 1980",2.26,46%,1.92,47%,4.38,65%,50%,0.5,win
"Fabiano,Scherner",Pegaleve,"11-10-0,(3,NC)",6  3,257 lbs.,--,Orthodox,"Jun 30, 1972",1.31,31%,3.20,38%,1.09,33%,40%,0.0,loss
"Joe,Pyfer",Bodybagz,13-3-0,6  2,185 lbs.,75,Orthodox,"Sep 17, 1996",3.72,41%,3.48,51%,1.45,41%,50%,0.9,win
"Mike,Pyle",Quicksand,27-14-1,6  0,170 lbs.,74,Orthodox,"Sep 18, 1975",2.74,45%,2.84,60%,1.80,35%,70%,1.5,loss
"Antonio,Schembri",Nino,5-5-0,5  9,205 lbs.,--,Orthodox,"Jun 01, 1974",0.72,26%,2.12,55%,1.31,40%,0%,0.4,loss
"CM,Punk",,"0-1-0,(1,NC)",6  1,170 lbs.,73,Orthodox,"Oct 26, 1978",1.10,23%,4.87,40%,0.87,11%,0%,0.0,nc
"Matheus,Scheffel",Buffa,14-7-0,6  2,205 lbs.,75,Orthodox,"Nov 04, 1992",1.33,36%,3.00,47%,0.00,0%,100%,0.0,loss
"Brendan,Schaub",Big Brown,10-5-0,6  4,245 lbs.,78,Orthodox,"Mar 18, 1983",2.92,37%,2.22,57%,2.32,46%,72%,0.4,loss
"Eric,Schambari",,15-6-0,5  11,185 lbs.,--,Orthodox,"Apr 22, 1978",1.43,42%,1.07,54%,3.00,42%,0%,1.0,loss
"Mikheil,Sazhiniani",Spartan,13-3-0,6  0,205 lbs.,71,Orthodox,"Oct 05, 1996",2.27,28%,3.03,52%,0.00,0%,100%,0.0,loss
"Kerry,Schall",Meat Truck,"24-13-0,(1,NC)",6  2,265 lbs.,--,Orthodox,"Aug 09, 1971",0.94,11%,4.84,63%,0.00,0%,0%,0.0,loss
"Eric,Schafer",Red,14-8-2,6  3,185 lbs.,76,Orthodox,"Sep 20, 1977",1.89,34%,3.38,56%,1.81,36%,50%,1.8,loss
"Lumumba,Sayers",,6-5-0,6  0,185 lbs.,--,,"Jun 30, 1978",2.54,41%,2.37,48%,7.63,75%,0%,2.5,loss
"Matt,Sayles",,8-4-0,5  7,155 lbs.,68,Orthodox,"Feb 21, 1994",4.83,41%,2.81,61%,0.36,16%,81%,0.7,loss
"Anthony,Romero",The Genius,8-0-0,5  11,155 lbs.,70,Orthodox,"Feb 25, 1997",5.87,52%,4.00,65%,2.00,22%,100%,0.0,win
"Kaleio,Romero",KO,6-2-0,5  10,145 lbs.,69,Switch,"Apr 19, 1996",2.60,48%,3.27,50%,1.00,8%,0%,1.0,loss
"Mark,Scanlon",,9-2-0,5  9,170 lbs.,--,Orthodox,--,2.20,35%,3.33,48%,3.00,75%,25%,2.0,loss
"Yoel,Romero",Soldier of God,13-5-0,6  0,185 lbs.,73,Southpaw,"Apr 30, 1977",3.44,49%,3.05,60%,1.57,30%,78%,0.0,loss
"Ricardo,Romero",,11-3-0,6  0,205 lbs.,76,Orthodox,"Apr 15, 1978",2.17,55%,4.77,46%,1.63,10%,100%,3.3,loss
"Jared,Rollins",J-Roc,8-4-0,5  9,170 lbs.,--,Orthodox,"Jan 26, 1977",3.33,57%,2.41,39%,2.50,50%,50%,1.2,loss
"Alexandr,Romanov",King Kong,18-3-0,6  2,262 lbs.,75,Southpaw,"Dec 11, 1990",3.78,51%,2.13,54%,4.49,55%,28%,0.9,win
"Marcelo,Rojo",Pitbull,16-10-0,5  8,145 lbs.,71,Orthodox,"Jul 02, 1988",4.92,39%,6.42,55%,0.46,50%,66%,0.0,loss
"Shane,Roller",,11-7-0,5  10,155 lbs.,72,Orthodox,"Jul 14, 1979",2.04,34%,2.65,60%,2.46,33%,42%,1.9,loss
"Max,Rohskopf",Rated R,5-1-0,6  1,155 lbs.,71,Orthodox,"Sep 27, 1994",1.70,31%,5.80,42%,3.00,33%,0%,1.5,loss
"Brian,Rogers",The Professional Predator,14-9-0,5  11,185 lbs.,--,,"Feb 15, 1984",4.79,38%,5.76,58%,1.22,50%,100%,0.6,win
"Nick,Roehrick",,7-1-0,6  2,205 lbs.,--,Orthodox,"Jul 06, 1987",2.31,17%,6.92,44%,0.00,0%,0%,0.0,loss
"Garreth,McLellan",Soldier Boy,13-6-0,6  1,185 lbs.,72,Southpaw,"Sep 01, 1982",3.56,54%,2.94,45%,1.15,22%,34%,0.9,loss
"Brett,Rogers",The Grim,"17-10-0,(1,NC)",6  5,265 lbs.,81,Orthodox,"Feb 17, 1981",3.17,44%,3.20,46%,0.00,0%,58%,0.0,loss
"Terrance,McKinney",T. Wrecks,16-7-0,5  10,155 lbs.,73,Switch,"Sep 15, 1994",4.53,50%,2.63,45%,3.45,36%,85%,1.0,win
"Marcos,Rogerio,de,Lima",Pezao,22-10-1,6  1,253 lbs.,75,Orthodox,"Jun 25, 1985",3.70,57%,2.90,51%,1.40,45%,59%,0.5,win
"Brian,McLaughlin",,6-2-0,5  9,155 lbs.,--,,"May 12, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Jason,McLean",,6-7-0,5  5,145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Cody,McKenzie",,16-10-0,6  0,155 lbs.,72,Switch,"Dec 16, 1987",1.74,34%,2.50,67%,2.50,25%,14%,2.5,loss
"Tim,McKenzie",,14-9-0,6  0,185 lbs.,74,Orthodox,"Jul 21, 1982",1.37,54%,2.96,44%,0.00,0%,28%,2.1,loss
"Rhys,McKee",Skeletor,13-6-1,6  2,170 lbs.,78,Orthodox,"Sep 10, 1995",4.80,45%,7.85,42%,0.00,0%,41%,0.0,loss
"Cory,McKenna",Poppins,8-4-0,5  3,115 lbs.,58,Orthodox,"Jul 11, 1999",2.94,38%,3.68,46%,2.00,47%,75%,0.4,loss
"Greg,McIntyre",,6-4-0,5  10,155 lbs.,--,Orthodox,"Apr 21, 1980",0.79,30%,1.36,41%,5.09,50%,0%,0.0,loss
"Antonio,McKee",Mandingo,29-6-2,5  8,155 lbs.,--,Southpaw,"Mar 12, 1970",1.37,45%,0.74,74%,1.47,33%,57%,0.0,loss
"Andrey,Pulyaev",,9-2-0,6  4,185 lbs.,78,Southpaw,"Sep 10, 1997",6.53,68%,3.00,47%,1.00,50%,80%,0.0,next
"Conor,McGregor",The Notorious,22-6-0,5  9,155 lbs.,74,Southpaw,"Jul 14, 1988",5.32,49%,4.66,54%,0.67,55%,66%,0.1,loss
"Josh,Pulsifer",The Platypus,17-8-0,5  10,145 lbs.,--,,"Mar 16, 1983",0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Juan,Manuel,Puig",Fenix,11-4-0,5  9,145 lbs.,--,Orthodox,"Apr 23, 1989",4.91,23%,7.17,51%,0.00,0%,0%,0.0,loss
"Jens,Pulver",Little Evil,27-19-1,5  7,145 lbs.,70,Southpaw,"Dec 06, 1974",2.12,37%,3.13,56%,0.22,33%,63%,0.3,loss
"Juan,Puerta",Leadfeather,23-6-0,5  9,125 lbs.,71,Southpaw,"Jan 20, 1988",1.27,39%,1.27,67%,1.00,100%,0%,0.0,win
"Claudio,Puelles",Prince of Peru,13-4-0,5  10,155 lbs.,72,Southpaw,"Apr 21, 1996",1.56,49%,2.78,46%,3.17,36%,60%,1.2,loss
"Lucie,Pudilova",,14-10-0,5  8,125 lbs.,67,Orthodox,"Jun 13, 1994",3.60,37%,4.07,50%,0.70,31%,67%,0.6,loss
"Chad,W.,Saunders",,7-2-0,5  10,170 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Daniel,Puder",,8-0-0,6  3,235 lbs.,--,Orthodox,"Oct 09, 1981",2.77,68%,1.17,38%,1.21,50%,81%,9.0,win
"Pete,Rodriguez",Dead Game,5-2-0,5  9,170 lbs.,71,Switch,"Nov 13, 1996",9.28,43%,12.83,42%,0.00,0%,100%,0.0,loss
"Ben,Saunders",Killa B,22-13-2,6  2,170 lbs.,77,Orthodox,"Apr 13, 1983",3.23,50%,3.58,51%,0.20,40%,66%,1.3,loss
"Piera,Rodriguez",La Fiera,10-2-0,5  3,115 lbs.,63,Orthodox,"Nov 11, 1992",3.40,48%,2.63,57%,4.06,51%,66%,0.0,win
"Christian,Rodriguez",,12-2-0,5  7,145 lbs.,71,Orthodox,"Dec 17, 1997",3.54,48%,2.41,57%,1.21,53%,69%,1.2,win
"Ronaldo,Rodriguez",Lazy Boy,17-2-0,5  6,125 lbs.,65,Orthodox,"May 07, 1999",2.13,44%,3.15,46%,1.13,50%,64%,1.1,win
"Victor,Rodriguez",Vicious,7-4-0,5  5,125 lbs.,67,Switch,"Sep 05, 1992",1.59,37%,6.11,50%,0.00,0%,0%,0.0,loss
"Chris,Lytle",Lights Out,31-18-5,5  11,170 lbs.,68,Orthodox,"Aug 18, 1974",3.76,45%,3.03,58%,0.70,55%,55%,2.4,win
"Drako,Rodriguez",,7-3-0,5  8,135 lbs.,69,Orthodox,"Jun 16, 1996",3.37,36%,4.40,58%,2.93,66%,75%,0.7,loss
"Ray,Rodriguez",The Judge,16-8-0,5  7,135 lbs.,70,Orthodox,"Dec 10, 1987",0.90,27%,3.89,40%,1.42,50%,44%,0.0,loss
"Ryan,McGivern",,13-7-0,6  0,185 lbs.,--,Orthodox,"Jan 17, 1980",2.22,29%,2.22,57%,0.00,0%,0%,0.0,loss
"Jack,McGlaughlin",,1-4-0,--,--,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Ryan,McGillivray",The Kid,12-0-1,5  11,170 lbs.,--,,"Sep 27, 1986",1.27,20%,2.20,52%,0.00,0%,44%,0.0,loss
"Marcus,McGhee",The Maniac,10-1-0,5  8,135 lbs.,69,Orthodox,"May 07, 1990",6.06,48%,2.83,64%,0.46,33%,100%,0.5,win
"Gan,McGee",The Giant,13-5-0,6  10,265 lbs.,--,Orthodox,"Nov 20, 1976",2.20,29%,2.31,59%,0.65,25%,83%,0.0,loss
"Court,McGee",The Crusher,23-13-0,5  11,170 lbs.,75,Orthodox,"Dec 12, 1984",4.60,37%,3.59,61%,1.87,25%,69%,0.5,win
"Drew,McFedries",The Massacre,12-7-0,6  0,185 lbs.,72,Southpaw,"Jul 27, 1978",5.13,51%,4.56,52%,1.42,100%,56%,0.7,loss
"Justin,McElfresh",,6-4-0,6  6,205 lbs.,--,Orthodox,"Jan 04, 1980",4.59,26%,12.79,41%,0.00,0%,0%,0.0,loss
"Jiri,Prochazka",,31-5-1,6  3,205 lbs.,80,Orthodox,"Oct 14, 1992",5.74,55%,5.70,43%,0.60,60%,68%,0.2,win
"Cole,Province",,"6-2-0,(1,NC)",5  9,145 lbs.,68,Orthodox,"Jan 17, 1981",1.47,44%,2.72,43%,2.40,50%,83%,1.0,loss
"Josh,McDonald",,"9-5-0,(1,NC)",--,185 lbs.,--,,--,0.80,57%,3.40,33%,9.00,50%,0%,0.0,win
"Lara,Procopio",,7-2-0,5  4,125 lbs.,67,Orthodox,"Nov 14, 1995",5.64,58%,6.50,47%,3.15,47%,50%,0.3,loss
"Joe,Proctor",,11-5-0,5  10,155 lbs.,72,Orthodox,"Aug 10, 1985",3.39,36%,3.93,59%,0.00,0%,70%,1.8,loss
"Shane,Primm",,5-5-0,6  3,205 lbs.,--,Orthodox,"Jul 30, 1984",0.83,26%,2.25,62%,1.78,20%,0%,0.0,loss
"Chris,Price",The Exorcist,19-4-0,6  2,185 lbs.,--,Southpaw,"Nov 09, 1982",1.44,66%,2.59,48%,0.00,0%,33%,2.2,loss
"Niko,Price",The Hybrid,"16-8-0,(2,NC)",6  0,170 lbs.,76,Orthodox,"Sep 29, 1989",5.21,42%,5.58,48%,1.04,29%,52%,0.7,loss
"Dorian,Price",,8-5-0,6  3,170 lbs.,--,Southpaw,"Aug 20, 1977",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Philip,Preece",,10-14-0,5  8,205 lbs.,--,Orthodox,--,0.80,72%,0.70,63%,0.00,0%,0%,0.0,loss
"Kyle,Prepolec",,12-7-0,5  10,170 lbs.,70,Southpaw,"Aug 30, 1989",3.20,34%,4.70,54%,0.00,0%,40%,0.0,loss
"Adam,Lynn",,"17-10-0,(1,NC)",5  10,155 lbs.,--,Orthodox,--,1.47,63%,6.95,10%,0.00,0%,50%,0.0,loss
"Stevie,Lynch",,5-2-0,5  10,170 lbs.,--,Orthodox,--,2.47,25%,7.06,41%,0.00,0%,0%,0.0,loss
"Michel,Prazeres",Tractor,26-4-0,5  6,170 lbs.,67,Orthodox,"Jul 25, 1981",2.38,47%,2.51,57%,3.94,36%,47%,0.6,loss
"Tucker,Lutz",Top Gun,12-4-0,5  8,145 lbs.,72,Orthodox,"Jul 12, 1994",3.74,46%,3.25,44%,1.99,44%,69%,0.2,loss
"Travis,Lutter",The Serial Killer,10-6-0,5  11,185 lbs.,75,Orthodox,"May 12, 1973",0.41,32%,2.42,42%,1.95,24%,30%,0.7,loss
"Alexandru,Lungu",,14-4-0,6  0,385 lbs.,--,Orthodox,"Sep 03, 1974",3.61,66%,7.22,40%,0.00,0%,0%,0.0,loss
"Dalcha,Lungiambula",Champion,11-6-0,5  8,185 lbs.,76,Orthodox,"Jul 31, 1987",3.07,45%,3.93,52%,2.14,45%,77%,0.0,loss
"Thaddeus,Luster",,0-1-0,6  3,210 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Mike,Lullo",,8-3-0,5  8,145 lbs.,--,Orthodox,"Jul 24, 1979",2.48,36%,4.84,40%,1.18,11%,0%,0.6,loss
"Tom,Sauer",,25-12-0,6  1,263 lbs.,--,,"Nov 11, 1970",0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Paula,Luna",La Prodigia,5-3-0,5  2,125 lbs.,62,Orthodox,"Jul 05, 1999",0.65,50%,6.20,17%,0.00,0%,0%,0.0,loss
"Vicente,Luque",The Silent Assassin,23-10-1,5  11,170 lbs.,75,Orthodox,"Nov 27, 1991",5.05,51%,5.22,52%,0.99,53%,62%,0.7,win
"Takashi,Sato",Ten,16-7-0,5  10,170 lbs.,73,Southpaw,"Jun 09, 1990",2.21,41%,3.73,44%,0.76,37%,60%,0.0,loss
"Takenori,Sato",,"19-11-7,(1,NC)",5  10,170 lbs.,--,Southpaw,"Jun 08, 1985",0.46,33%,12.92,9%,0.00,0%,0%,0.0,loss
"Keisuke,Sasu",Sasuke,11-3-1,5  5,145 lbs.,69,Switch,"Sep 30, 1994",2.76,49%,2.42,48%,3.76,40%,61%,1.9,loss
"Masaaki,Satake",,1-8-1,6  1,220 lbs.,--,Orthodox,"Aug 17, 1965",1.40,35%,3.76,41%,0.00,0%,58%,0.0,loss
"Paul,Sass",,14-2-0,6  0,155 lbs.,73,Orthodox,"Aug 04, 1988",0.53,26%,1.90,51%,0.53,16%,33%,7.4,loss
"Yuta,Sasaki",Ulka,21-6-2,5  10,125 lbs.,71,Southpaw,"Oct 07, 1989",2.16,41%,2.50,50%,3.03,43%,41%,1.2,loss
"Kyosuke,Sasaki",,3-7-4,5  7,183 lbs.,--,Southpaw,--,0.33,45%,0.93,46%,0.00,0%,0%,0.0,draw
"Yuki,Sasaki",,25-22-2,6  2,185 lbs.,--,Orthodox,"Sep 12, 1976",1.09,43%,1.20,57%,0.43,100%,66%,0.0,loss
"Harris,Sarmiento",The Hitman,36-26-0,5  9,155 lbs.,--,Orthodox,"Sep 09, 1983",0.84,25%,3.46,36%,2.36,60%,57%,0.0,loss
"Daniel,Rodriguez",D-Rod,18-5-0,6  1,170 lbs.,74,Southpaw,"Dec 31, 1986",7.50,49%,5.47,58%,0.59,54%,57%,0.1,win
"Manuel,Rodriguez",Chalate,11-5-0,5  9,170 lbs.,--,Orthodox,"Apr 25, 1985",0.81,33%,3.23,38%,9.09,75%,0%,0.0,loss
"Mike,Rodriguez",Slo Mike,"11-7-0,(1,NC)",6  4,205 lbs.,82,Southpaw,"Nov 28, 1988",4.35,53%,4.24,41%,0.00,0%,37%,0.0,loss
"Marina,Rodriguez",,17-5-2,5  6,115 lbs.,65,Orthodox,"Apr 29, 1987",4.64,46%,3.04,55%,0.28,50%,62%,0.2,loss
"Yair,Rodriguez",El Pantera,"16-5-0,(1,NC)",5  11,145 lbs.,71,Orthodox,"Oct 06, 1992",4.65,46%,3.99,52%,0.69,27%,58%,0.7,loss
"Gregory,Rodrigues",Robocop,16-5-0,6  3,185 lbs.,75,Orthodox,"Feb 17, 1992",5.52,56%,4.69,51%,2.74,41%,100%,0.4,next
"Paul,Rodriguez",,10-9-2,5  7,155 lbs.,--,Orthodox,--,0.84,100%,1.68,68%,0.00,0%,50%,0.0,loss
"Ricco,Rodriguez",Suave,"53-25-0,(1,NC)",6  4,265 lbs.,--,Orthodox,"Aug 19, 1977",1.85,51%,1.15,61%,2.30,39%,40%,1.0,loss
"Kleydson,Rodrigues",KR,8-4-0,5  5,135 lbs.,67,Orthodox,"Oct 22, 1995",4.58,57%,2.29,53%,0.60,22%,53%,0.6,loss
"Kevin,Roddy",K-Rod,"15-16-1,(1,NC)",5  11,145 lbs.,--,,--,2.64,30%,2.38,60%,0.00,0%,50%,0.0,loss
"Michael,McDonald",The Black Sniper,1-1-0,5  11,205 lbs.,--,Orthodox,"Feb 06, 1965",0.00,0%,0.40,50%,0.00,0%,0%,0.0,loss
"Luke,Rockhold",,16-6-0,6  3,185 lbs.,77,Southpaw,"Oct 17, 1984",4.10,49%,2.68,53%,0.70,29%,65%,1.0,loss
"Michael,McDonald",Mayday,17-4-0,5  9,135 lbs.,70,Orthodox,"Jan 15, 1991",2.69,42%,2.76,57%,1.09,66%,52%,1.4,loss
"Robert,McDaniel",Bubba,28-10-0,6  3,185 lbs.,75,Southpaw,"May 03, 1983",1.64,44%,1.98,56%,0.93,50%,50%,1.4,loss
"Tamdan,McCrory",The Barncat,14-5-0,6  4,185 lbs.,76,Switch,"Nov 05, 1986",2.07,49%,1.60,46%,2.28,50%,33%,2.5,loss
"Justin,McCully",The Insane One,11-5-2,6  1,225 lbs.,73,Orthodox,"Feb 18, 1976",1.58,37%,2.02,46%,1.28,44%,43%,0.0,loss
"Rob,McCullough",Razor,19-8-0,5  9,155 lbs.,69,Orthodox,"May 26, 1977",2.47,36%,2.84,59%,0.46,100%,68%,0.0,loss
"Danni,McCormack",Mac,9-2-0,5  4,125 lbs.,62,Southpaw,"Mar 15, 1990",6.93,51%,4.53,60%,6.00,42%,50%,2.0,win
"Sean,McCorkle",,17-7-0,6  7,265 lbs.,81,Orthodox,"Jul 17, 1976",0.85,44%,2.48,52%,2.12,40%,33%,4.2,loss
"Kris,McCray",Savage,8-5-0,6  0,170 lbs.,76,Orthodox,"Sep 24, 1981",2.69,45%,2.57,54%,2.88,55%,38%,0.0,loss
"Charles,McCarthy",Chainsaw,10-5-0,5  10,185 lbs.,71,Orthodox,"Aug 06, 1980",0.18,12%,4.03,56%,2.67,60%,0%,2.7,loss
"Michael,McBride",,8-3-0,6  1,155 lbs.,--,Orthodox,"Mar 09, 1986",4.08,48%,5.85,40%,1.85,42%,30%,1.2,loss
"Ian,McCall",Uncle Creepy,13-5-1,5  5,125 lbs.,64,Orthodox,"May 07, 1984",3.59,39%,3.25,67%,2.08,30%,88%,0.0,loss
"Carlos,Prates",The Nightmare,21-6-0,6  1,170 lbs.,78,Switch,"Aug 17, 1993",4.39,57%,4.60,48%,0.44,100%,91%,0.0,win
"Carlo,Prater",Neo,31-18-1,5  11,155 lbs.,72,Switch,"Jun 25, 1981",2.03,47%,4.07,35%,0.43,9%,57%,1.7,loss
"Molly,McCann",Meatball,14-7-0,5  4,115 lbs.,62,Orthodox,"May 04, 1990",5.39,49%,4.72,62%,1.84,36%,39%,0.5,next
"Ricardo,Prasel",Alemao,10-2-0,6  7,238 lbs.,78,Orthodox,"Jun 02, 1990",2.21,57%,7.83,37%,0.00,0%,0%,0.0,loss
"Trevor,Prangley",,34-11-2,6  1,185 lbs.,75,Orthodox,"Aug 24, 1972",2.59,60%,2.02,48%,3.38,55%,74%,1.0,loss
"Francisco,Prado",,12-2-0,5  10,170 lbs.,69,Orthodox,"Jun 16, 2002",4.58,41%,5.66,52%,0.00,0%,25%,0.4,next
"Wagner,Prado",Caldeirao,"12-3-0,(1,NC)",6  0,205 lbs.,74,Southpaw,"Dec 30, 1986",1.72,40%,3.06,50%,0.00,0%,22%,0.0,loss
"Devin,Powell",,9-4-0,6  0,155 lbs.,73,Orthodox,"Mar 01, 1988",2.88,41%,3.67,51%,0.00,0%,0%,0.6,loss
"Ruan,Potts",Fangzz,11-6-0,6  2,247 lbs.,75,Orthodox,"Feb 23, 1978",0.85,37%,5.92,22%,0.75,16%,33%,2.3,loss
"Marcin,Prachnio",,17-8-0,6  3,205 lbs.,74,Orthodox,"Jul 14, 1988",5.57,54%,3.24,54%,0.15,20%,53%,0.0,loss
"Dylan,Potter",Big Poppa,10-6-0,6  2,225 lbs.,77,Switch,"Jan 14, 1995",3.10,48%,5.78,46%,0.00,0%,33%,1.1,loss
"Callan,Potter",The Rockstar,18-9-0,6  0,170 lbs.,72,Orthodox,"Jun 09, 1984",3.18,50%,4.72,58%,3.29,66%,100%,0.0,loss
"Parker,Porter",,14-9-0,6  0,265 lbs.,75,Orthodox,"Apr 22, 1985",6.55,50%,6.32,51%,1.35,26%,66%,0.5,loss
"Ihor,Potieria",Duelist,20-8-0,6  3,185 lbs.,75,Southpaw,"May 29, 1996",4.44,50%,4.96,50%,0.73,18%,66%,0.0,loss
"Iasmin,Lucindo",,17-5-0,5  3,115 lbs.,66,Orthodox,"Jan 08, 2002",3.52,45%,2.91,66%,2.40,57%,66%,0.2,next
"Robert,Lucarelli",,0-1-0,6  2,245 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Matt,Lucas",Luke Duke,15-3-0,6  1,205 lbs.,--,,--,1.27,48%,3.93,40%,1.00,10%,0%,0.0,loss
"Duane,Ludwig",Bang,21-14-0,5  10,170 lbs.,70,Orthodox,"Aug 04, 1978",4.62,44%,3.05,57%,0.43,25%,59%,0.1,loss
"Stephanie,Luciano",Rondinha,6-1-1,5  6,115 lbs.,65,Orthodox,"Dec 16, 1999",5.30,48%,2.53,68%,0.50,100%,85%,0.0,win
"Joe,Lowry",,9-2-0,5  11,155 lbs.,73,Orthodox,"Dec 12, 1989",3.97,34%,4.25,63%,0.00,0%,0%,0.0,loss
"Lu,Kai",The Last Gladiator,"8-5-0,(1,NC)",5  9,145 lbs.,69,Orthodox,"Mar 01, 1994",3.76,43%,5.51,55%,2.62,50%,100%,2.6,loss
"Daniel,Sarafian",,10-6-0,5  9,185 lbs.,73,Orthodox,"Aug 21, 1982",2.23,46%,3.10,58%,0.36,7%,53%,0.7,loss
"Waylon,Lowe",,"16-7-0,(2,NC)",5  7,145 lbs.,--,Southpaw,"Oct 31, 1980",1.88,55%,2.40,53%,4.47,55%,83%,0.3,loss
"Jeka,Saragih",,14-4-0,5  8,145 lbs.,69,Orthodox,"Jan 01, 1995",2.73,50%,2.65,41%,2.21,80%,66%,0.6,loss
"Gabriel,Santos",Mosquitinho,11-2-0,5  9,145 lbs.,70,Orthodox,"Nov 28, 1996",4.69,59%,4.77,47%,3.44,52%,85%,0.8,next
"Nick,Sanzo",,1-1-0,5  9,190 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,loss
"Bob,Sapp",The Beast,11-20-0,6  5,350 lbs.,--,Orthodox,"Sep 22, 1974",3.19,55%,1.88,49%,0.58,100%,72%,0.0,loss
"Mairon,Santos",The Legend,15-1-0,5  7,145 lbs.,72,Orthodox,"Jun 10, 2000",4.77,46%,1.85,57%,0.00,0%,0%,0.0,next
"Djorden,Santos",Shakur,10-1-0,6  0,185 lbs.,75,Orthodox,"Aug 01, 1997",5.67,55%,2.73,52%,1.00,50%,86%,0.0,next
"Luana,Santos",,8-2-0,5  6,125 lbs.,67,Orthodox,"Apr 16, 2000",4.28,51%,4.15,61%,1.62,40%,80%,1.2,loss
"Keith,Rockel",Rock,12-4-1,6  0,185 lbs.,--,Orthodox,--,1.13,73%,0.21,66%,4.63,75%,100%,4.6,win
"Edivan,Santos",Pe De Sapo,"12-3-1,(1,NC)",6  4,248 lbs.,78,Orthodox,"May 03, 1992",1.55,48%,7.09,26%,0.00,0%,25%,0.0,loss
"Daniel,Santos",Willycat,12-2-0,5  7,135 lbs.,67,Orthodox,"Mar 12, 1995",4.26,37%,5.12,50%,1.90,50%,73%,0.0,win
"Lucas,Rocha",Fenomeno,17-2-0,5  3,125 lbs.,64,Orthodox,"Aug 12, 2000",2.00,44%,4.48,39%,0.00,0%,61%,0.0,loss
"Carlos,Eduardo,Rocha",Ta Danado,9-4-0,5  10,170 lbs.,73,Orthodox,"Jul 12, 1981",1.24,34%,1.85,55%,0.00,0%,52%,1.4,loss
"Colin,Robinson",Big C,10-12-0,6  4,243 lbs.,--,Orthodox,"Nov 27, 1968",6.19,69%,7.91,37%,2.58,100%,50%,5.2,loss
"Alvin,Robinson",,15-9-0,5  9,155 lbs.,68,Southpaw,"Jul 16, 1982",1.57,50%,1.29,51%,1.24,50%,25%,1.2,loss
"Vagner,Rocha",Ceara,14-4-0,5  10,155 lbs.,73,Orthodox,"Jun 06, 1982",2.64,42%,4.50,48%,1.40,33%,50%,1.9,loss
"Mark,Robinson",White Rhino,"1-0-0,(1,NC)",6  0,265 lbs.,--,Orthodox,--,0.00,0%,5.80,13%,0.00,0%,0%,0.0,nc
"Chad,Robichaux",Robo,13-2-0,5  4,135 lbs.,--,,"Aug 18, 1975",0.00,0%,0.00,0%,0.00,0%,0%,0.0,win
"Gillian,Robertson",The Savage,15-8-0,5  5,115 lbs.,63,Orthodox,"May 17, 1995",2.89,48%,2.95,56%,2.68,39%,41%,1.0,win
"Roosevelt,Roberts",The Predator,"12-6-0,(1,NC)",6  2,155 lbs.,73,Orthodox,"Feb 11, 1994",2.84,43%,3.10,52%,1.18,26%,50%,0.7,loss
